,word
1709,débordeur
1710,littéraliste
1711,générativiste
1712,naute
1713,sorbonniste
1714,accommodeur
1715,traditionnaire
1716,incestueux
1717,aide-cuisinier
1718,forumeur
1719,épousseteur
1720,champarteur
1721,protohistorien
1722,légitimiste
1723,reviseur
1724,bourdonniste
1725,aguicheur
1726,antirévisionniste
1727,micellaire
1728,glandeur
1729,cébiste
1730,travestisseur
1731,égomiste
1732,præsident
1733,possibiliste
1734,défecteur
1735,confiscateur
1736,étouffe-chrétien
1737,caquiste
1738,cannabiculteur
1739,patronier
1740,estriqueur
1741,vénézuélien
1742,oseur
1743,soufiste
1744,base-jumpeur
1745,négro-africain
1746,ultranationaliste
1747,merdiqueux
1748,frison
1749,hondurien
1750,marocain
1751,anglophonophobe
1752,vocabuliste
1753,baathiste
1754,routard
1755,cardiologiste
1756,internaute
1757,débirentier
1758,chichiteur
1759,shampoingneur
1760,street-artiste
1761,triathlonien
1762,défonceur
1763,grouleur
1764,langagier
1765,ergonomiste
1766,pindariseur
1767,sténo-dactylographe
1768,vulnéraire
1769,postalvéolaire
1770,giletier
1771,panhispaniste
1772,éconophysicien
1773,brutaliste
1774,mangeux
1775,islamo-délinquant
1776,abbevillien
1777,outrecuidant
1778,congrégationniste
1779,brétailleur
1780,cressiculteur
1781,bohémiste
1782,catoptrophobe
1783,capricieux
1784,flicaillon
1785,güleniste
1786,ressentimenteux
1787,anarcho-syndicaliste
1788,nougatier
1789,artien
1790,contrapétiste
1791,singapourien
1792,aidant
1793,gadouilleux
1794,néoréaliste
1795,finnois
1796,thessalonicien
1797,jardinaute
1798,climaticien
1799,novelliste
1800,stratégiste
1801,faciliteur
1802,préphilatéliste
1803,neuropathologiste
1804,engeôleur
1805,châtreur
1806,conchieur
1807,narbonnais
1808,viniculteur
1809,galériste
1810,tronçonneur
1811,peseur
1812,abyssinien
1813,missilier
1814,spéléoplongeur
1815,matheux
1816,infractionniste
1817,rogommiste
1818,statuaire
1819,post-impressionniste
1820,gangsterroriste
1821,futainier
1822,jovien
1823,envaselineur
1824,nu-propriétaire
1825,rockeur
1826,brimeur
1827,saphiste
1828,maitre-nageur
1829,marchéiste
1830,slavisant
1831,asparagiculteur
1832,bookmakeur
1833,chauviniste
1834,martiniquais
1835,non-figuratif
1836,galonnier
1837,contagionniste
1838,boiseux
1839,salopin
1840,flagellateur
1841,émigrant
1842,chanvriculteur
1843,balisticien
1844,locateur
1845,tritagoniste
1846,populaire
1847,stylographiste
1848,béninois
1849,combourgeois
1850,chuchoteur
1851,sulfuriste
1852,hacktiviste
1853,adoptien
1854,comtois
1855,souleveur
1856,maxwellien
1857,cantonais
1858,mâconnais
1859,vichyiste
1860,libriste
1861,fournituriste
1862,palestinien
1863,félon
1864,annamitisant
1865,chainier
1866,semigrossiste
1867,letton
1868,spontépariste
1869,tétragénaire
1870,parodiste
1871,basculier
1872,jaseur
1873,atérien
1874,piailleur
1875,crépinier
1876,indo-européaniste
1877,leadeur
1878,éprouveur
1879,effecteur
1880,castagneur
1881,connaisseur
1882,camoufleur
1883,sicilio-sarde
1884,conditionneur
1885,langoustier
1886,présomptueux
1887,ducon
1888,bandonéoniste
1889,dossiste
1890,cédant
1891,chigneux
1892,aventuriste
1893,ligneur
1894,tolékiste
1895,snobinard
1896,autocariste
1897,flutiste
1898,confident
1899,sahélien
1900,montréalais
1901,périgourdin
1902,euskarien
1903,valoisien
1904,dimanchier
1905,télésecrétaire
1906,zadiste
1907,ronronneur
1908,expansionniste
1909,ceintureur
1910,communicant
1911,crudivoriste
1912,reclusionnaire
1913,concettiste
1914,cyberjihadiste
1915,dévastateur
1916,extraordinaire
1917,divagueur
1918,baconiste
1919,décapeur
1920,arabiste
1921,pourchasseur
1922,corporatiste
1923,postillonneur
1924,solier
1925,e-marketeur
1926,gnochon
1927,cyberdissident
1928,nomographe
1929,tshisekediste
1930,gouailleur
1931,beuglant
1932,vérandaliste
1933,helvétisant
1934,agenouilliste
1935,duplessiste
1936,casanier
1937,basselissier
1938,hématologiste
1939,télémécanicien
1940,socio-historiographe
1941,cinquagénaire
1942,étatiste
1943,métisseur
1944,colonisateur
1945,rampeur
1946,pinardier
1947,élégant
1948,tiersmondiste
1949,indépendantiste
1950,photoréaliste
1951,antirévolutionnaire
1952,épicurien
1953,néocapitaliste
1954,cynologiste
1955,consulaire
1956,nervalien
1957,tecktonikeur
1958,whovien
1959,salmoniculteur
1960,monétariste
1961,wallingant
1962,décliniste
1963,guérillériste
1964,kabbaliste
1965,phytotechnicien
1966,faux-saunier
1967,masculiniste
1968,bellevillois
1969,multi-instrumentiste
1970,fatrassier
1971,acomoclitiste
1972,traitre
1973,apparieur
1974,boulonnier
1975,zambien
1976,entreteneur
1977,contagionnaire
1978,picoleur
1979,appointeur
1980,antifasciste
1981,œconomiste
1982,chorographe
1983,paludier
1984,photocomposeur
1985,amorceur
1986,arrière-cousin
1987,cartésien
1988,parlementariste
1989,désobéisseur
1990,puriste
1991,astrobiologiste
1992,maximaliste
1993,lèche-vitrine
1994,écofasciste
1995,rétif
1996,kantien
1997,affileur
1998,approbateur
1999,lésineux
2000,dialecticien
2001,comorien
2002,arthrologiste
2003,anticoncordataire
2004,bronzeur
2005,anticolonialiste
2006,erpétologiste
2007,insulaire
2008,esbrouffeur
2009,cocréancier
2010,omnipraticien
2011,gaînier
2012,irréaliste
2013,redevancier
2014,tubard
2015,circumnavigateur
2016,filetier
2017,dioscorien
2018,mitterrandien
2019,lamentateur
2020,pique-meuron
2021,hurleur
2022,leguiiste
2023,francilien
2024,composeur
2025,supplantateur
2026,magyarisant
2027,louviérois
2028,lucaniste
2029,sambiste
2030,ardoisier
2031,bolchéviste
2032,amapien
2033,frontiste
2034,parasitologiste
2035,belgicain
2036,ricardien
2037,néo-royaliste
2038,codemandeur
2039,vétillard
2040,salinier
2041,suspicieux
2042,déchaumeur
2043,azilien
2044,antiparticulariste
2045,connard
2046,tanzanien
2047,bisettier
2048,dix-septièmiste
2049,votard
2050,sermonneur
2051,fildefériste
2052,relationniste
2053,robotechnicien
2054,néo-communiste
2055,vulcanologiste
2056,ricaneur
2057,ougrien
2058,mochard
2059,malaisien
2060,platonicien
2061,traineur
2062,titiste
2063,franco-ontarien
2064,adultérateur
2065,francisant
2066,rocardien
2067,sado-masochiste
2068,aluminier
2069,ménin
2070,cliquard
2071,mimosiste
2072,soudanien
2073,rythmologiste
2074,zarbiste
2075,théreuticographe
2076,locomoteur
2077,robotiste
2078,confabulateur
2079,byronien
2080,acériculteur
2081,néoroyaliste
2082,extorqueur
2083,créationniste
2084,cafeteur
2085,paléomagnéticien
2086,corinthien
2087,chandeleur
2088,futurologiste
2089,véloveur
2090,estomaqueur
2091,dédaigneur
2092,trans-humaniste
2093,imposteur
2094,fructidorien
2095,briochiste
2096,gandhiste
2097,giraldien
2098,maffieux
2099,phytobactériologiste
2100,célestiste
2101,ceinturier
2102,plotinien
2103,singhalais
2104,névrographe
2105,bassoteur
2106,hémorrhoïdaire
2107,téléacteur
2108,quaternariste
2109,loler
2110,dîmier
2111,tamtamiste
2112,équilibreur
2113,bandériste
2114,paniquard
2115,cocardier
2116,ligérien
2117,mésopotamien
2118,anecdotiste
2119,axonais
2120,décabriste
2121,sanctificateur
2122,embryogéniste
2123,érecteur
2124,butineur
2125,bolivien
2126,turgotin
2127,berneur
2128,audionaute
2129,antirationaliste
2130,arrière-grand-oncle
2131,paléoethnologiste
2132,blesseur
2133,prépotent
2134,organicien
2135,moraliseur
2136,cochliophiliste
2137,malchanceux
2138,affaiteur
2139,salvadorien
2140,urologiste
2141,armoriste
2142,cloneur
2143,mauricien
2144,antenaire
2145,possédant
2146,dineur
2147,sous-précepteur
2148,bembiste
2149,semi-grossiste
2150,lillois
2151,bédéiste
2152,réconciliateur
2153,guedin
2154,agonisant
2155,pinochetiste
2156,impétrant
2157,sud-africain
2158,thermodynamicien
2159,codétenteur
2160,implorateur
2161,cimmérien
2162,roussiste
2163,charentais
2164,tricentenaire
2165,bocain
2166,islamiste
2167,macro-économiste
2168,ultra-conservateur
2169,basilien
2170,parconaute
2171,cédétiste
2172,calembourgiste
2173,bloquiste
2174,costaricain
2175,prévisionniste
2176,européiste
2177,formulateur
2178,moulinier
2179,divisionnaire
2180,feignant
2181,ressembleur
2182,irakien
2183,bicycliste
2184,carliste
2185,looseur
2186,carpiste
2187,ultramarin
2188,foudrier
2189,beyliste
2190,aéraulicien
2191,néo-louvaniste
2192,contrepointiste
2193,poêlier
2194,marsionaute
2195,corpulent
2196,prébendaire
2197,explicateur
2198,catastrophiste
2199,euthanasiste
2200,planchiste
2201,gouvernementaliste
2202,koweïtien
2203,préventiste
2204,herscheur
2205,autheur
2206,feignard
2207,scandinavisant
2208,phéniciculteur
2209,chasseron
2210,généralisateur
2211,blocard
2212,bureauticien
2213,azerbaïdjanais
2214,clairvoyant
2215,russisant
2216,criminologiste
2217,finlandais
2218,requérant
2219,eczémateux
2220,butteur
2221,visionneur
2222,gabonais
2223,allusionniste
2224,fonctionnaliste
2225,félicien
2226,mistouflard
2227,spéléologiste
2228,spiritiste
2229,thébain
2230,archimillionnaire
2231,léonais
2232,ouattariste
2233,mixtionneur
2234,rouspéteux
2235,scissionniste
2236,corrupteur
2237,naturiste
2238,polygnathien
2239,babyboomeur
2240,bornoyeur
2241,angevin
2242,brigueur
2243,coprésentateur
2244,brigittin
2245,simplificateur
2246,auto-penseur
2247,suiviste
2248,abstractionniste
2249,critiqueur
2250,embrouilleur
2251,impénitent
2252,après-vente
2253,anti-impérialiste
2254,arcandier
2255,abéliste
2256,rhabdomancien
2257,compensateur
2258,régenteur
2259,réussisseur
2260,toulonnais
2261,costumadier
2262,conceptiste
2263,kayakeur
2264,citeur
2265,namibien
2266,cerf-voliste
2267,lyncheur
2268,écrivailleur
2269,théiculteur
2270,cuniculiculteur
2271,soûlon
2272,ératépiste
2273,balinais
2274,phoeniciculteur
2275,consignateur
2276,spoliateur
2277,narcotiseur
2278,sans-dessein
2279,étrusquisant
2280,épinceteur
2281,darioleur
2282,frigoriste
2283,jusnaturaliste
2284,querelleur
2285,aliénateur
2286,contremanifestant
2287,infographiste
2288,inerrantiste
2289,coupletier
2290,pendulier
2291,mussolinien
2292,éveilleur
2293,rurbain
2294,vocalisateur
2295,ascensionniste
2296,astrophotographe
2297,audiencier
2298,taôiste
2299,pomologiste
2300,micro-économiste
2301,byzantiniste
2302,luthérien
2303,nassériste
2304,farfouilleur
2305,mal-pensant
2306,blousard
2307,mayiste
2308,czar
2309,protéomicien
2310,œnotouriste
2311,peigneur
2312,lotharingiste
